"x"
"Best value iPhone X 256GFast service and best value !!!  Switched from a 5s to a iPhone X with lots of memory. SIM card fit and start up software was simple. Backup your old phone on iCloud and keep it close to your new phone. Software uses Bluetooth and WiFi to do the rest. Did it all myself without tech support. Now I can run lots of apps and take pictures without fear of filling up my phone. Yes it is much larger than a 5s but it fits in my pocket. I love it.Read full review...Verified purchase:  Yes | Condition: new | Sold by: solutinter"
"Great phoneI phone X is an open box find and is brand new. It was easy to set up from I cloud and it works like new. Very happy with the deal.Verified purchase:  Yes | Condition: pre-owned | Sold by: buyspry"
"Best camera, computer, phone, screen you can hold in your hand...in the WORLD!I've never seen a better screen with such rich, true-to-life colors than what I've seen on the iPhone X Edition. A smartphone is all about the screen. You can tell when you hold this phone in your hand and look at the screen this is the best in the world. I doubt Apple is making as much profit on each of these due to it's high cost to manufacture such a brilliant device. They've already admitted that it's a very low price for what they are getting. This is the phone people will keep for years. Who needs the upgrade program... just buy it to keep. And at last Apple has a smartphone that can be in water up to 30 minutes and it won't be ruined. I'm still going to treat mine like gold, but it's nice to know it's not so fragile in rain or if I accidentally drop it in water briefly. Those days of worry are gone with the X edition. Love it! One more thing: long battery life and wireless charging!!!Read full review...Verified purchase: No"
"Good value.Thin profile, and good size screen. Lots of storage. Overall good phone for the money.Verified purchase:  Yes | Condition: refurbished | Sold by: buyspry"
"Just do itI have had the XR for 1 month now and I can say it's all positive. The battery life last all day long and sometimes I don't even charge for 2 days. (im not on it all the time and I keep my brightness at the lowest pretty much all day but still good battery life) All the functions on the phone work amazingly and even the condition of the phone they sent me was top notch. My favorite part is the storage! If you are going to get an apple phone please don't go with anything under 128gb bc they eat up the storage. The 256 is amazing Im not even close to filling it up and I have loads of apps and over 15000 pics and videos. The camera and all the features are ace as well. I upgraded to this from an iPhone 7 with 64gb that I HATED. So I would say if you're on the fence just do it! You won't regret the upgrade!Read full review...Product Reviews Images DialogProduct Reviews Images DialogProduct Reviews Images Dialog  Product Reviews Images DialogPrevious ImageNext ImageVerified purchase:  Yes | Condition: pre-owned | Sold by: bidallies"
"iPhone is an iPhoneIts a great phone and has everything one expects from an iPhone, I am just not sure if it is worth the money though. One can get same or more features on phones that cost half of this."
"More technical problemsThis phone does not have a great phobe speaker. This is the third time I’ve ordered an iPhone and it’s always been something wrong with it I feel that perhaps used phones are rejects The last phone I bought people had a hard time hearing it from previous to that in a bad battery that I had to replace I’m not sure buying a used phone is worth itRead full review...Verified purchase:  Yes | Condition: pre-owned | Sold by: bidallies"
"It was delivered on time. A totally new type of experience using the iPhone X.Verified purchase:  Yes | Condition: new | Sold by: nufurb"
"Great size iphoneGreat phone, good as new for a lot less moneyVerified purchase:  Yes | Condition: pre-owned | Sold by: jdh8181"
"Great purchase!Device is exactly as described and came earlier than expected. I love my new iPhone!Verified purchase:  Yes | Condition: pre-owned | Sold by: iphones.tested...."
"Best value iPhone X 256GFast service and best value !!!  Switched from a 5s to a iPhone X with lots of memory. SIM card fit and start up software was simple. Backup your old phone on iCloud and keep it close to your new phone. Software uses Bluetooth and WiFi to do the rest. Did it all myself without tech support. Now I can run lots of apps and take pictures without fear of filling up my phone. Yes it is much larger than a 5s but it fits in my pocket. I love it.Read full review...Verified purchase:  Yes | Condition: new | Sold by: solutinter"
"Beautiful phoneI’m extremely pleased with this. Truly the best iPhone yet. I love the battery life, the cameras, the new gestures, the operative system, almost everything! There are some things that haven’t been addressed yet, like the compatibility of some apps with the new screen, or the absence of multitasking, but overall it’s a very smooth experience. I do not like the price tag though. If you can get a deal, you might be able to shave about $150 from the full retail price. Absolutely recommended.Read full review...Verified purchase:  Yes | Condition: pre-owned | Sold by: candoman13"
"Overall a great PhoneI bought the I Phone X out of the box. It had some barley noticeable imperfections on the screen. It was easy to set up and has a great display. The only thing is that the battery life is only 84% of when the phone was new. I would have expected a phone only a few years old to have greater battery capacity. Overall a great PhoneRead full review...Verified purchase:  Yes | Condition: pre-owned | Sold by: buyspry"
"IPhone X- love it.I love this phone. I went form a 6 to an X and what a great product. The face recognition feature is amazing ( even in the dark). The size is perfect and the processor is very fast. The delivery was faster than expected too.Very happy.Read full review...Verified purchase:  Yes | Condition: pre-owned | Sold by: bidallies"
"The New iPhone XI was skeptical at first but the longer I have it, the better it gets. Facial ID set up in less than 30 seconds. The phone is blinding fast. Apple somehow figured out how to increase volume across the board so that is much better than my 7+. Battery life is better, too. After getting used to not having a control button, which didn’t take long at all, navigation is a snap. All in all, this is a phone that I can hold onto for a while - can’t imagine what’s coming next but I’ll be enjoying the X for months to come. I highly recommend the iPhone X.Read full review...Verified purchase:  Yes | Condition: new | Sold by: theronkeller"
"Worth the waitI had the iPhone 6s Plus before this bad boy. Although that phone was awesome, I'm glad I upgraded to the X. Went from a 64gb storage to 256gb. Happy to have purchased  a year after the release, as I got it heavily discounted on cyber Monday. Camera takes fast and clear photos, battery life is decent, and face ID is better than I thought it would be. The jury is still out on True Tone display but getting used to leaving that feature on, as it actually does help with reducing eye strain. I bought this phone refurbished in overall good condition. The back is made out of glass and was scratched a bit, so I bought a carbon fiber decal cutout, now looks like new.Read full review...Verified purchase:  Yes | Condition: refurbished | Sold by: mywit"
"IPhone X reviewI love the navigation finally got rid of the annoying single point of failure home button battery life did not improveVerified purchase:  Yes | Condition: new | Sold by: keval11"
"CPO iPhone XPhone works as intended; had to get AT&T to unlock it however (easy, they have a website just for this).Overall, I am satisfied but wish battery life was a little better - adequate so far.Verified purchase:  Yes | Condition: pre-owned | Sold by: mywit"
"It's a REAL beautiful, lovely little iPhone...It's a REAL beautiful, lovely little iPhone, absolutely, no question!But is it WORTH the totally OBSCENE amount of money that Apple is asking (new and pre-owned, both)?Absolutely not. By no stretch of the imagination is this smartphone THAT much more superior to other smartphones.My wife wanted only this particular phone, so we bought it for her (\"Happy Wife = a Happy Life\").  But it is, in all honesty, ridiculously overpriced and over-hyped. In my honest opinion.Best of luck to you with your decision...Read full review...Verified purchase:  Yes | Condition: pre-owned | Sold by: littleseouls"
"Great Buy, Brand Spankin NewI am not sure what a small form factor is but this phone is basically like brand new. There were scratches but they aren’t noticeable especially with a phone case and screen protector on. Awesome for the value!Read full review...Verified purchase:  Yes | Condition: pre-owned | Sold by: bidallies"
"I’m very satisfied with my iPhone XI’m very satisfied with my iPhone X purchase I love it very muchVerified purchase:  Yes | Condition: pre-owned | Sold by: derecmoor"
"Great price, picture and qualityThis phone is awesome. The picture quality is outstanding and the battery life lasts long. Great priceVerified purchase:  Yes | Condition: pre-owned | Sold by: supplytronics"
"Great phoneGreat phone. Awesome display. Price included airbuds.Verified purchase:  Yes | Condition: new | Sold by: alldayzip"
"Great Buy, It's Perfect!!It's a Great Deal!! It came earlier than Expected, it has Great Battery life, clean, clear, an not a scratch on it. It's the Best Bang For The Buck... For sure!!Verified purchase:  Yes | Condition: pre-owned | Sold by: bidallies"
"Great phone for a greater priceI was a bit skeptical when buying this phone because of how cheap(er) it was. Let me tell you when I say that I was beyond surprised at how good it looked. It was packaged very nice too. Battery life last for a whole day. Just amazing!!!Read full review...Verified purchase:  Yes | Condition: refurbished | Sold by: best_deal_today"
"PerfectExcelente todo muy buen producto llego a tiempo y tal cual como lo decía la descripción del iPhoneSaludos desde Panamá <U+0001F1F5><U+0001F1E6>Excellent all very good product arrived on time and as it was said in the description of the iPhone X. Greetings from PanamaRead full review...Verified purchase:  Yes | Condition: new | Sold by: blipy113"
"Why new when excellent used is half the pricebetter than expected - \"mint\" really means flawlessVerified purchase:  Yes | Condition: pre-owned | Sold by: iphones.tested...."
"Great valueRenewed product, looks and works just like brand new.Verified purchase:  Yes | Condition: pre-owned | Sold by: yzwireless"
"The new iPhone is amazingLiterally the best phone I've ever used, amazing camera, super fast for gaming and apps, and beautiful to look at.  That screen!!Verified purchase: No"
"Broken screenDisplay not working well when purchased. Stopped working after a few days. No falls, no anything, just stopped working.Verified purchase:  Yes | Condition: pre-owned | Sold by: cellphone-depot"
"Best value iPhone X 256GFast service and best value !!!  Switched from a 5s to a iPhone X with lots of memory. SIM card fit and start up software was simple. Backup your old phone on iCloud and keep it close to your new phone. Software uses Bluetooth and WiFi to do the rest. Did it all myself without tech support. Now I can run lots of apps and take pictures without fear of filling up my phone. Yes it is much larger than a 5s but it fits in my pocket. I love it.Read full review...Verified purchase:  Yes | Condition: new | Sold by: solutinter"
"Beautiful phoneI’m extremely pleased with this. Truly the best iPhone yet. I love the battery life, the cameras, the new gestures, the operative system, almost everything! There are some things that haven’t been addressed yet, like the compatibility of some apps with the new screen, or the absence of multitasking, but overall it’s a very smooth experience. I do not like the price tag though. If you can get a deal, you might be able to shave about $150 from the full retail price. Absolutely recommended.Read full review...Verified purchase:  Yes | Condition: pre-owned | Sold by: candoman13"
"Overall a great PhoneI bought the I Phone X out of the box. It had some barley noticeable imperfections on the screen. It was easy to set up and has a great display. The only thing is that the battery life is only 84% of when the phone was new. I would have expected a phone only a few years old to have greater battery capacity. Overall a great PhoneRead full review...Verified purchase:  Yes | Condition: pre-owned | Sold by: buyspry"
"IPhone X- love it.I love this phone. I went form a 6 to an X and what a great product. The face recognition feature is amazing ( even in the dark). The size is perfect and the processor is very fast. The delivery was faster than expected too.Very happy.Read full review...Verified purchase:  Yes | Condition: pre-owned | Sold by: bidallies"
"The New iPhone XI was skeptical at first but the longer I have it, the better it gets. Facial ID set up in less than 30 seconds. The phone is blinding fast. Apple somehow figured out how to increase volume across the board so that is much better than my 7+. Battery life is better, too. After getting used to not having a control button, which didn’t take long at all, navigation is a snap. All in all, this is a phone that I can hold onto for a while - can’t imagine what’s coming next but I’ll be enjoying the X for months to come. I highly recommend the iPhone X.Read full review...Verified purchase:  Yes | Condition: new | Sold by: theronkeller"
"Worth the waitI had the iPhone 6s Plus before this bad boy. Although that phone was awesome, I'm glad I upgraded to the X. Went from a 64gb storage to 256gb. Happy to have purchased  a year after the release, as I got it heavily discounted on cyber Monday. Camera takes fast and clear photos, battery life is decent, and face ID is better than I thought it would be. The jury is still out on True Tone display but getting used to leaving that feature on, as it actually does help with reducing eye strain. I bought this phone refurbished in overall good condition. The back is made out of glass and was scratched a bit, so I bought a carbon fiber decal cutout, now looks like new.Read full review...Verified purchase:  Yes | Condition: refurbished | Sold by: mywit"
"IPhone X reviewI love the navigation finally got rid of the annoying single point of failure home button battery life did not improveVerified purchase:  Yes | Condition: new | Sold by: keval11"
"CPO iPhone XPhone works as intended; had to get AT&T to unlock it however (easy, they have a website just for this).Overall, I am satisfied but wish battery life was a little better - adequate so far.Verified purchase:  Yes | Condition: pre-owned | Sold by: mywit"
"It's a REAL beautiful, lovely little iPhone...It's a REAL beautiful, lovely little iPhone, absolutely, no question!But is it WORTH the totally OBSCENE amount of money that Apple is asking (new and pre-owned, both)?Absolutely not. By no stretch of the imagination is this smartphone THAT much more superior to other smartphones.My wife wanted only this particular phone, so we bought it for her (\"Happy Wife = a Happy Life\").  But it is, in all honesty, ridiculously overpriced and over-hyped. In my honest opinion.Best of luck to you with your decision...Read full review...Verified purchase:  Yes | Condition: pre-owned | Sold by: littleseouls"
"Great Buy, Brand Spankin NewI am not sure what a small form factor is but this phone is basically like brand new. There were scratches but they aren’t noticeable especially with a phone case and screen protector on. Awesome for the value!Read full review...Verified purchase:  Yes | Condition: pre-owned | Sold by: bidallies"
"iPhone X in better condition than expectedExcellent condition, good battery life. The iPhone X was in much better condition than expected. Very satisfyThanksVerified purchase:  Yes | Condition: refurbished | Sold by: wireless.canada"
"Iphone XLove my new iPhone X. Shipped next day and came fast .Product Reviews Images DialogProduct Reviews Images Dialog  Product Reviews Images DialogPrevious ImageNext ImageVerified purchase:  Yes | Condition: new | Sold by: jfeigs13"
"Excellent!Had one mark that’s barely visible. Excellent conditionVerified purchase:  Yes | Condition: pre-owned | Sold by: breedproducts"
"Perfect!Prompts responses and delivered just as agreed upon. Highly recommend!!!Verified purchase:  Yes | Condition: new | Sold by: borcimj"
"Thank youSeller is awesome. Very accommodating. I paid for the iphone and revived it the very next day!Verified purchase:  Yes | Condition: new | Sold by: quoc14"
"Best iPhone ever!!!This phone looks ultra sleek. Battery life is amazing. The screen is absolutely gorgeous. Got no complaint with this phone whatsoeverVerified purchase:  Yes | Condition: new | Sold by: ampmcellular"
"Great phone.Great phone. Upgraded from an SE so much better than my old one. No aux jack is disappointing when no Bluetooth speakers are available for music.Verified purchase:  Yes | Condition: refurbished | Sold by: owlsense"
"Good price for first dayNice price. Hope they make a plus size but this is the best phone in the market anyways !Verified purchase: No"
"AmazingThis is an amazing, I loved it. Everyone can believe this saller.Product Reviews Images DialogProduct Reviews Images DialogProduct Reviews Images Dialog  Product Reviews Images DialogPrevious ImageNext ImageVerified purchase:  Yes | Condition: pre-owned | Sold by: cellphone-wireless"
"Accurate to description. Great productAccurate to description. 10/10 quality. Shipped quickly. Best price on market. Would definitely buy againVerified purchase:  Yes | Condition: pre-owned | Sold by: wireless.canada"
"Best value iPhone X 256GFast service and best value !!!  Switched from a 5s to a iPhone X with lots of memory. SIM card fit and start up software was simple. Backup your old phone on iCloud and keep it close to your new phone. Software uses Bluetooth and WiFi to do the rest. Did it all myself without tech support. Now I can run lots of apps and take pictures without fear of filling up my phone. Yes it is much larger than a 5s but it fits in my pocket. I love it.Read full review...Verified purchase:  Yes | Condition: new | Sold by: solutinter"
"Beautiful phoneI’m extremely pleased with this. Truly the best iPhone yet. I love the battery life, the cameras, the new gestures, the operative system, almost everything! There are some things that haven’t been addressed yet, like the compatibility of some apps with the new screen, or the absence of multitasking, but overall it’s a very smooth experience. I do not like the price tag though. If you can get a deal, you might be able to shave about $150 from the full retail price. Absolutely recommended.Read full review...Verified purchase:  Yes | Condition: pre-owned | Sold by: candoman13"
"Overall a great PhoneI bought the I Phone X out of the box. It had some barley noticeable imperfections on the screen. It was easy to set up and has a great display. The only thing is that the battery life is only 84% of when the phone was new. I would have expected a phone only a few years old to have greater battery capacity. Overall a great PhoneRead full review...Verified purchase:  Yes | Condition: pre-owned | Sold by: buyspry"
"IPhone X- love it.I love this phone. I went form a 6 to an X and what a great product. The face recognition feature is amazing ( even in the dark). The size is perfect and the processor is very fast. The delivery was faster than expected too.Very happy.Read full review...Verified purchase:  Yes | Condition: pre-owned | Sold by: bidallies"
"The New iPhone XI was skeptical at first but the longer I have it, the better it gets. Facial ID set up in less than 30 seconds. The phone is blinding fast. Apple somehow figured out how to increase volume across the board so that is much better than my 7+. Battery life is better, too. After getting used to not having a control button, which didn’t take long at all, navigation is a snap. All in all, this is a phone that I can hold onto for a while - can’t imagine what’s coming next but I’ll be enjoying the X for months to come. I highly recommend the iPhone X.Read full review...Verified purchase:  Yes | Condition: new | Sold by: theronkeller"
"Worth the waitI had the iPhone 6s Plus before this bad boy. Although that phone was awesome, I'm glad I upgraded to the X. Went from a 64gb storage to 256gb. Happy to have purchased  a year after the release, as I got it heavily discounted on cyber Monday. Camera takes fast and clear photos, battery life is decent, and face ID is better than I thought it would be. The jury is still out on True Tone display but getting used to leaving that feature on, as it actually does help with reducing eye strain. I bought this phone refurbished in overall good condition. The back is made out of glass and was scratched a bit, so I bought a carbon fiber decal cutout, now looks like new.Read full review...Verified purchase:  Yes | Condition: refurbished | Sold by: mywit"
"IPhone X reviewI love the navigation finally got rid of the annoying single point of failure home button battery life did not improveVerified purchase:  Yes | Condition: new | Sold by: keval11"
"CPO iPhone XPhone works as intended; had to get AT&T to unlock it however (easy, they have a website just for this).Overall, I am satisfied but wish battery life was a little better - adequate so far.Verified purchase:  Yes | Condition: pre-owned | Sold by: mywit"
"It's a REAL beautiful, lovely little iPhone...It's a REAL beautiful, lovely little iPhone, absolutely, no question!But is it WORTH the totally OBSCENE amount of money that Apple is asking (new and pre-owned, both)?Absolutely not. By no stretch of the imagination is this smartphone THAT much more superior to other smartphones.My wife wanted only this particular phone, so we bought it for her (\"Happy Wife = a Happy Life\").  But it is, in all honesty, ridiculously overpriced and over-hyped. In my honest opinion.Best of luck to you with your decision...Read full review...Verified purchase:  Yes | Condition: pre-owned | Sold by: littleseouls"
"Great Buy, Brand Spankin NewI am not sure what a small form factor is but this phone is basically like brand new. There were scratches but they aren’t noticeable especially with a phone case and screen protector on. Awesome for the value!Read full review...Verified purchase:  Yes | Condition: pre-owned | Sold by: bidallies"
"Deserves 10 starsThis phone surpassed my expectations. I’m sooo in love with it.Verified purchase:  Yes | Condition: refurbished | Sold by: biglew832"
"goodworks pretty well for me. being used for almost 3 months without any problemVerified purchase:  Yes | Condition: refurbished | Sold by: buyspry"
"Good quality and really nice designI have waited for it really long time and it is absolutely out of my expectations :)Verified purchase:  Yes | Condition: new | Sold by: dalagatan46"
"Great purchaseThis is a great phone. Worth the price.Verified purchase:  Yes | Condition: pre-owned | Sold by: sobehouse"
"Close to new as is possible.Had to look extremely close to see if it was not new.  Battery life was 98%!  Flawless.Verified purchase:  Yes | Condition: pre-owned | Sold by: supplytronics"
"Iphone X simply best phone I've owned over the past ten yearsIphone X simply best phone I've owned over the past ten yearsVerified purchase:  Yes | Condition: new | Sold by: seller012345"
"Phone is block cannot be activatedThe phone is blocked and cannot be activated for that reason it cannot be used because he has a unpaid account and I am left with your lostVerified purchase:  Yes | Condition: pre-owned | Sold by: electronics-4u"
"GreatVerified purchase:  Yes | Condition: new | Sold by: soupy20redsox"
"Very satisfyingI am a happy buyer. The iphone x just as perfect as explained. Thanks manVerified purchase:  Yes | Condition: pre-owned | Sold by: 12mtb"
"GoodVerified purchase:  Yes | Condition: new | Sold by: howard_500"
"Best value iPhone X 256GFast service and best value !!!  Switched from a 5s to a iPhone X with lots of memory. SIM card fit and start up software was simple. Backup your old phone on iCloud and keep it close to your new phone. Software uses Bluetooth and WiFi to do the rest. Did it all myself without tech support. Now I can run lots of apps and take pictures without fear of filling up my phone. Yes it is much larger than a 5s but it fits in my pocket. I love it.Read full review...Verified purchase:  Yes | Condition: new | Sold by: solutinter"
"Beautiful phoneI’m extremely pleased with this. Truly the best iPhone yet. I love the battery life, the cameras, the new gestures, the operative system, almost everything! There are some things that haven’t been addressed yet, like the compatibility of some apps with the new screen, or the absence of multitasking, but overall it’s a very smooth experience. I do not like the price tag though. If you can get a deal, you might be able to shave about $150 from the full retail price. Absolutely recommended.Read full review...Verified purchase:  Yes | Condition: pre-owned | Sold by: candoman13"
"Overall a great PhoneI bought the I Phone X out of the box. It had some barley noticeable imperfections on the screen. It was easy to set up and has a great display. The only thing is that the battery life is only 84% of when the phone was new. I would have expected a phone only a few years old to have greater battery capacity. Overall a great PhoneRead full review...Verified purchase:  Yes | Condition: pre-owned | Sold by: buyspry"
"IPhone X- love it.I love this phone. I went form a 6 to an X and what a great product. The face recognition feature is amazing ( even in the dark). The size is perfect and the processor is very fast. The delivery was faster than expected too.Very happy.Read full review...Verified purchase:  Yes | Condition: pre-owned | Sold by: bidallies"
"The New iPhone XI was skeptical at first but the longer I have it, the better it gets. Facial ID set up in less than 30 seconds. The phone is blinding fast. Apple somehow figured out how to increase volume across the board so that is much better than my 7+. Battery life is better, too. After getting used to not having a control button, which didn’t take long at all, navigation is a snap. All in all, this is a phone that I can hold onto for a while - can’t imagine what’s coming next but I’ll be enjoying the X for months to come. I highly recommend the iPhone X.Read full review...Verified purchase:  Yes | Condition: new | Sold by: theronkeller"
"Worth the waitI had the iPhone 6s Plus before this bad boy. Although that phone was awesome, I'm glad I upgraded to the X. Went from a 64gb storage to 256gb. Happy to have purchased  a year after the release, as I got it heavily discounted on cyber Monday. Camera takes fast and clear photos, battery life is decent, and face ID is better than I thought it would be. The jury is still out on True Tone display but getting used to leaving that feature on, as it actually does help with reducing eye strain. I bought this phone refurbished in overall good condition. The back is made out of glass and was scratched a bit, so I bought a carbon fiber decal cutout, now looks like new.Read full review...Verified purchase:  Yes | Condition: refurbished | Sold by: mywit"
"IPhone X reviewI love the navigation finally got rid of the annoying single point of failure home button battery life did not improveVerified purchase:  Yes | Condition: new | Sold by: keval11"
"CPO iPhone XPhone works as intended; had to get AT&T to unlock it however (easy, they have a website just for this).Overall, I am satisfied but wish battery life was a little better - adequate so far.Verified purchase:  Yes | Condition: pre-owned | Sold by: mywit"
"It's a REAL beautiful, lovely little iPhone...It's a REAL beautiful, lovely little iPhone, absolutely, no question!But is it WORTH the totally OBSCENE amount of money that Apple is asking (new and pre-owned, both)?Absolutely not. By no stretch of the imagination is this smartphone THAT much more superior to other smartphones.My wife wanted only this particular phone, so we bought it for her (\"Happy Wife = a Happy Life\").  But it is, in all honesty, ridiculously overpriced and over-hyped. In my honest opinion.Best of luck to you with your decision...Read full review...Verified purchase:  Yes | Condition: pre-owned | Sold by: littleseouls"
"Great Buy, Brand Spankin NewI am not sure what a small form factor is but this phone is basically like brand new. There were scratches but they aren’t noticeable especially with a phone case and screen protector on. Awesome for the value!Read full review...Verified purchase:  Yes | Condition: pre-owned | Sold by: bidallies"
"Great phone great valueGreat iphoneVerified purchase:  Yes | Condition: refurbished | Sold by: mywit"
"It’s goodIt worth the discount, the company are very good to send me a charger.Verified purchase:  Yes | Condition: pre-owned | Sold by: bidallies"
"Good valueVery good product.Verified purchase:  Yes | Condition: pre-owned | Sold by: pepdigital_com"
"Thx a tonVerified purchase:  Yes | Condition: new | Sold by: ty-derium"
"GoodVerified purchase:  Yes | Condition: new | Sold by: kwik5988"
"Amazing !Upgraded from the iphone 6s plus and it feels and looks like a powerful machine ! I love itVerified purchase:  Yes | Condition: pre-owned | Sold by: wcellusa"
"Very pleased!I’m extremely happy with this purchase. The phone seems and feels new ( it was very well taken care of).Verified purchase:  Yes | Condition: pre-owned | Sold by: byhchan"
"All goodNice good phone like new good priceVerified purchase:  Yes | Condition: pre-owned | Sold by: wireless.canada"
"GoodGood working condition - though bought usedVerified purchase:  Yes | Condition: pre-owned | Sold by: cellphone-depot"
"Great pricingWorth the price. There were some minor light scratches on the screen but overall great condition for its priceVerified purchase:  Yes | Condition: pre-owned | Sold by: emailcwf2012"
"Best value iPhone X 256GFast service and best value !!!  Switched from a 5s to a iPhone X with lots of memory. SIM card fit and start up software was simple. Backup your old phone on iCloud and keep it close to your new phone. Software uses Bluetooth and WiFi to do the rest. Did it all myself without tech support. Now I can run lots of apps and take pictures without fear of filling up my phone. Yes it is much larger than a 5s but it fits in my pocket. I love it.Read full review...Verified purchase:  Yes | Condition: new | Sold by: solutinter"
"Beautiful phoneI’m extremely pleased with this. Truly the best iPhone yet. I love the battery life, the cameras, the new gestures, the operative system, almost everything! There are some things that haven’t been addressed yet, like the compatibility of some apps with the new screen, or the absence of multitasking, but overall it’s a very smooth experience. I do not like the price tag though. If you can get a deal, you might be able to shave about $150 from the full retail price. Absolutely recommended.Read full review...Verified purchase:  Yes | Condition: pre-owned | Sold by: candoman13"
"Overall a great PhoneI bought the I Phone X out of the box. It had some barley noticeable imperfections on the screen. It was easy to set up and has a great display. The only thing is that the battery life is only 84% of when the phone was new. I would have expected a phone only a few years old to have greater battery capacity. Overall a great PhoneRead full review...Verified purchase:  Yes | Condition: pre-owned | Sold by: buyspry"
"IPhone X- love it.I love this phone. I went form a 6 to an X and what a great product. The face recognition feature is amazing ( even in the dark). The size is perfect and the processor is very fast. The delivery was faster than expected too.Very happy.Read full review...Verified purchase:  Yes | Condition: pre-owned | Sold by: bidallies"
"The New iPhone XI was skeptical at first but the longer I have it, the better it gets. Facial ID set up in less than 30 seconds. The phone is blinding fast. Apple somehow figured out how to increase volume across the board so that is much better than my 7+. Battery life is better, too. After getting used to not having a control button, which didn’t take long at all, navigation is a snap. All in all, this is a phone that I can hold onto for a while - can’t imagine what’s coming next but I’ll be enjoying the X for months to come. I highly recommend the iPhone X.Read full review...Verified purchase:  Yes | Condition: new | Sold by: theronkeller"
